registry_id,source_record_id,name,operator,provider_family,city,state,country,latitude,longitude,status,website,source_system,source_url,record_scope,GEOID,County_Name
PDB-2035,2035,NETRIX - ALSIP,"Netrix, LLC",Other/Unknown,Alsip,IL,US,41.662716,-87.746531,ok,http://www.netrixllc.com,PeeringDB,https://www.peeringdb.com/fac/2035,global,17031,Cook County
PDB-2036,2036,NETRIX - BBN,"Netrix, LLC",Other/Unknown,Bannockburn,IL,US,42.202902,-87.883783,ok,http://www.netrixllc.com,PeeringDB,https://www.peeringdb.com/fac/2036,global,17097,Lake County
PDB-2034,2034,NETRIX - MTP,Netrix LLC,Other/Unknown,Mount Prospect,IL,US,42.078163,-87.915633,ok,http://www.netrixllc.com,PeeringDB,https://www.peeringdb.com/fac/2034,global,17031,Cook County
PDB-1707,1707,Northwestern University co-location facility,710facility@ittns.northwestern.edu,Other/Unknown,Chicago,IL,US,41.895233,-87.616861,ok,http://www.startap.net/starlight/ENGINEERING/network_operations.html,PeeringDB,https://www.peeringdb.com/fac/1707,global,17031,Cook County
PDB-7525,7525,NYI CH1 (800 Jorie Blvd),New York Internet,Other/Unknown,Oak Brook,IL,US,41.845343,-87.941522,ok,http://nyi.net,PeeringDB,https://www.peeringdb.com/fac/7525,global,17043,DuPage County
PDB-184,184,Printer's Square Chicago (600 S Federal),Printer's Square,Other/Unknown,Chicago,IL,US,41.874302,-87.629928,ok,http://www.printerssquare.com,PeeringDB,https://www.peeringdb.com/fac/184,global,17031,Cook County
PDB-3362,3362,QTS Chicago (CHI1),"QTS Realty Trust, Inc.",QTS,Chicago,IL,US,41.841895,-87.668306,ok,http://www.qtsdatacenters.com/data-centers/chicago,PeeringDB,https://www.peeringdb.com/fac/3362,global,17031,Cook County
PDB-16749,16749,Quad State Internet METRO1 Colocation,Quad State Internet LLC,Other/Unknown,Metropolis,IL,US,37.151821,-88.732324,ok,https://quadstateinternet.net,PeeringDB,https://www.peeringdb.com/fac/16749,global,17127,Massac County
PDB-12160,12160,RagingWire CH1 - NTT,RagingWire Data Centers - NTT,Other/Unknown,Itasca,IL,US,41.988567,-88.01368,ok,https://www.ragingwire.com/,PeeringDB,https://www.peeringdb.com/fac/12160,global,17043,DuPage County
PDB-16956,16956,Rochelle Technology Center,Rochelle Municipal Utilities,Other/Unknown,Rochelle,IL,US,41.940574,-89.033813,ok,https://www.rmu.net/content/rmu-services/fiber-optic-internet-phone/rochelle-technology-center/,PeeringDB,https://www.peeringdb.com/fac/16956,global,17141,Ogle County
PDB-1727,1727,"SBA Edge, LLC","SBA Edge, LLC",Other/Unknown,Chicago,IL,US,41.875948,-88.248975,ok,https://www.sbaedge.com/,PeeringDB,https://www.peeringdb.com/fac/1727,global,17043,DuPage County
PDB-5434,5434,Serverfarm CH1 Chicago,Serverfarm,Other/Unknown,Chicago,IL,US,41.870905,-87.640153,ok,https://www.serverfarmllc.com/data-centers/chicago-data-center/,PeeringDB,https://www.peeringdb.com/fac/5434,global,17031,Cook County
PDB-5438,5438,Serverfarm CH2 Oak Brook / Chicago,Serverfarm,Other/Unknown,Oak Brook,IL,US,41.845343,-87.941522,ok,https://www.serverfarmllc.com/data-centers/oakbrook-data-center/,PeeringDB,https://www.peeringdb.com/fac/5438,global,17043,DuPage County
PDB-13094,13094,SFN IL-Peoria,South Front Networks,Other/Unknown,Peoria,IL,US,40.738991,-89.584721,ok,https://www.southfront.io,PeeringDB,https://www.peeringdb.com/fac/13094,global,17143,Peoria County
PDB-8087,8087,Stream Data Centers - Chicago I,Stream Data Centers,Other/Unknown,Elk Grove Village,IL,US,42.002586,-87.951707,ok,https://www.streamdatacenters.com/datacenters/chicago-i/,PeeringDB,https://www.peeringdb.com/fac/8087,global,17031,Cook County
PDB-10623,10623,Stream Data Centers - Chicago II,Stream Data Centers,Other/Unknown,Elk Grove Village,IL,US,41.999144,-87.958291,ok,https://www.streamdatacenters.com/datacenters/chicago-ii/,PeeringDB,https://www.peeringdb.com/fac/10623,global,17031,Cook County
PDB-8411,8411,T5@Chicago,T5 Data Centers,Other/Unknown,Elk Grove Village,IL,US,42.023691,-87.973753,ok,https://www.t5datacenters.com/chicago,PeeringDB,https://www.peeringdb.com/fac/8411,global,17031,Cook County
PDB-3014,3014,TierPoint Chicago - Polk,"TierPoint, LLC",Other/Unknown,Chicago,IL,US,41.871616,-87.642825,ok,http://www.tierpoint.com,PeeringDB,https://www.peeringdb.com/fac/3014,global,17031,Cook County
PDB-2982,2982,TierPoint Chicago - West,"TierPoint, LLC",Other/Unknown,Franklin Park,IL,US,41.927017,-87.858028,ok,https://www.tierpoint.com/data-centers/,PeeringDB,https://www.peeringdb.com/fac/2982,global,17031,Cook County
PDB-12675,12675,tzulo Chicago,"tzulo, inc.",Other/Unknown,Chicago,IL,US,41.876203,-87.631496,ok,https://www.tzulo.com,PeeringDB,https://www.peeringdb.com/fac/12675,global,17031,Cook County
PDB-2983,2983,US Signal - Oak Brook,US Signal,Other/Unknown,Oak Brook,IL,US,41.846308,-87.939656,ok,,PeeringDB,https://www.peeringdb.com/fac/2983,global,17043,DuPage County
OSM-way-713433204,713433204,Digital Realty CH2,Digital Realty,Digital Realty,Elk Grove Village,IL,US,41.9945332,-87.9577513,mapped,https://www.digitalrealty.nl/data-centers/americas/chicago/ch2,OpenStreetMap,https://www.openstreetmap.org/way/713433204,illinois,17031,Cook County
OSM-way-377032061,377032061,Equinix Chicago CH3,Equinix,Equinix,Elk Grove Village,IL,US,42.001221,-87.9551997,mapped,https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/chicago-data-centers/ch3,OpenStreetMap,https://www.openstreetmap.org/way/377032061,illinois,17031,Cook County
OSM-way-863162820,863162820,Stream Chicago II,Stream,Other/Unknown,Elk Grove Village,IL,US,41.9991244,-87.9577647,mapped,https://www.streamdatacenters.com/datacenters/chicago-ii/,OpenStreetMap,https://www.openstreetmap.org/way/863162820,illinois,17031,Cook County
